Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1557343471.880770,1008977,0,0
2,Payment,1557343471.884441,1003331,1,0
1,NewOrder,1557343471.888159,1007394,1,0
1,NewOrder,1557343471.890450,1007589,0,0
2,Payment,1557343471.895461,1004343,1,0
4,Delivery,1557343471.899186,1019824,0,0
1,NewOrder,1557343471.899189,1006968,1,0
2,Payment,1557343471.906679,1002478,1,0
2,Payment,1557343471.908977,1003252,1,0
2,Payment,1557343471.912626,1004258,1,0
1,NewOrder,1557343471.917435,1013010,1,0
1,NewOrder,1557343471.918565,1009701,0,0
2,Payment,1557343471.928592,1003846,0,0
1,NewOrder,1557343471.929737,1007840,1,0
1,NewOrder,1557343471.932045,1007656,0,0
1,NewOrder,1557343471.938083,1007820,1,0
1,NewOrder,1557343471.940673,1007629,0,0
1,NewOrder,1557343471.946387,1008614,1,0
1,NewOrder,1557343471.948667,1004260,0,0
5,StockLevel,1557343471.953798,1000374,0,0
2,Payment,1557343471.953801,1003381,0,0
1,NewOrder,1557343471.956033,1006140,1,0
2,Payment,1557343471.957182,1002745,0,0
1,NewOrder,1557343471.960617,1007299,0,0
2,Payment,1557343471.963396,1002303,1,0
5,StockLevel,1557343471.965637,1001530,1,0
1,NewOrder,1557343471.967938,1007740,1,0
2,Payment,1557343471.967938,1003450,0,0
1,NewOrder,1557343471.971369,1006389,0,0
1,NewOrder,1557343471.976367,1004389,1,0
2,Payment,1557343471.978943,1003998,0,0
2,Payment,1557343471.980354,1004362,1,0
2,Payment,1557343471.982634,1004068,0,0
1,NewOrder,1557343471.985426,1009269,1,0
5,StockLevel,1557343471.988037,1001440,0,0
2,Payment,1557343471.990320,1002010,0,0
2,Payment,1557343471.992673,1003912,0,0
4,Delivery,1557343471.993816,1012950,1,0
1,NewOrder,1557343471.996427,1007786,0,0
1,NewOrder,1557343472.004433,1006885,0,0
2,Payment,1557343472.006722,1002891,1,0
2,Payment,1557343472.009006,1004623,1,0
1,NewOrder,1557343472.011294,1007243,0,0
1,NewOrder,1557343472.013891,1007388,1,0
2,Payment,1557343472.018420,1004775,0,0
2,Payment,1557343472.022106,1003191,1,0
2,Payment,1557343472.023236,1003873,0,0
1,NewOrder,1557343472.025514,1005701,1,0
1,NewOrder,1557343472.027105,1009226,0,0
2,Payment,1557343472.031887,1002298,1,0
1,NewOrder,1557343472.034181,1008468,1,0
1,NewOrder,1557343472.036477,1007949,0,0
2,Payment,1557343472.042675,1003964,1,0
2,Payment,1557343472.044956,1003451,0,0
1,NewOrder,1557343472.047268,1009138,1,0
1,NewOrder,1557343472.048415,1005894,0,0
2,Payment,1557343472.054437,1004180,0,0
4,Delivery,1557343472.056721,1013723,1,0
5,StockLevel,1557343472.059006,1001884,0,0
2,Payment,1557343472.061815,1002037,0,0
2,Payment,1557343472.063291,1005052,0,0
2,Payment,1557343472.068584,1004098,0,0
1,NewOrder,1557343472.070851,1007658,1,0
2,Payment,1557343472.072331,1003118,0,0
5,StockLevel,1557343472.074600,1002357,0,0
1,NewOrder,1557343472.077992,1003865,0,0
5,StockLevel,1557343472.079097,1001665,1,0
3,OrderStatus,1557343472.080615,1000781,1,0
5,StockLevel,1557343472.082007,1000801,1,0
2,Payment,1557343472.082007,1003343,0,0
1,NewOrder,1557343472.083131,1004638,1,0
2,Payment,1557343472.085311,1004466,0,0
1,NewOrder,1557343472.087515,1007837,1,0
2,Payment,1557343472.090089,1003411,0,0
2,Payment,1557343472.093471,1003712,0,0
2,Payment,1557343472.095707,1003465,1,0
2,Payment,1557343472.096844,1004309,0,0
2,Payment,1557343472.099448,1003820,1,0
1,NewOrder,1557343472.101721,1004559,0,0
2,Payment,1557343472.103931,1004419,1,0
1,NewOrder,1557343472.106531,1005155,0,0
1,NewOrder,1557343472.108801,1006447,1,0
1,NewOrder,1557343472.112131,1007775,0,0
4,Delivery,1557343472.114686,1010961,1,0
1,NewOrder,1557343472.119145,1008408,0,0
2,Payment,1557343472.126092,1003374,1,0
2,Payment,1557343472.127225,1004002,0,0
5,StockLevel,1557343472.129707,1001126,1,0
2,Payment,1557343472.131091,1002837,1,0
4,Delivery,1557343472.131094,1011852,0,0
1,NewOrder,1557343472.133331,1007054,1,0
1,NewOrder,1557343472.140676,1009975,1,0
2,Payment,1557343472.142951,1004273,0,0
2,Payment,1557343472.148092,1004634,0,0
2,Payment,1557343472.151496,1003174,1,0
1,NewOrder,1557343472.152624,1007576,0,0
2,Payment,1557343472.154862,1002853,1,0
2,Payment,1557343472.157416,1004691,1,0
1,NewOrder,1557343472.159688,1007757,0,0
2,Payment,1557343472.161965,1003480,1,0
1,NewOrder,1557343472.165677,1007793,1,0
2,Payment,1557343472.166813,1003542,0,0
1,NewOrder,1557343472.170231,1005304,0,0
1,NewOrder,1557343472.173918,1006614,1,0
1,NewOrder,1557343472.176413,1009245,0,0
2,Payment,1557343472.181254,1002526,1,0
2,Payment,1557343472.183832,1003872,1,0
1,NewOrder,1557343472.186098,1006473,0,0
2,Payment,1557343472.188859,1001538,1,0
1,NewOrder,1557343472.189965,1010205,1,0
1,NewOrder,1557343472.192473,1005377,0,0
1,NewOrder,1557343472.198272,1005660,0,0
1,NewOrder,1557343472.200815,1006779,1,0
1,NewOrder,1557343472.203345,1007133,0,0
1,NewOrder,1557343472.206874,1005491,1,0
1,NewOrder,1557343472.210304,1007002,0,0
2,Payment,1557343472.212589,1002576,1,0
1,NewOrder,1557343472.214888,1006550,1,0
4,Delivery,1557343472.217389,1012519,0,0
2,Payment,1557343472.221937,1002482,1,0
2,Payment,1557343472.226010,1001564,1,0
1,NewOrder,1557343472.227149,1007884,1,0
1,NewOrder,1557343472.229578,1007493,0,0
1,NewOrder,1557343472.235448,1004496,1,0
2,Payment,1557343472.237769,1004231,0,0
2,Payment,1557343472.240057,1004092,1,0
1,NewOrder,1557343472.242284,1006848,0,0
2,Payment,1557343472.244486,1002569,1,0
3,OrderStatus,1557343472.247897,999882,1,0
5,StockLevel,1557343472.247897,1001467,1,0
1,NewOrder,1557343472.249035,1004858,0,0
1,NewOrder,1557343472.250171,1006105,1,0
1,NewOrder,1557343472.255010,1004061,0,0
3,OrderStatus,1557343472.257290,999605,1,0
1,NewOrder,1557343472.257290,1005619,1,0
1,NewOrder,1557343472.260161,1005070,0,0
1,NewOrder,1557343472.262430,1007870,1,0
1,NewOrder,1557343472.264642,1008154,0,0
2,Payment,1557343472.269462,1005374,1,0
4,Delivery,1557343472.272854,1015754,0,0
2,Payment,1557343472.275177,1002407,1,0
1,NewOrder,1557343472.277746,1005742,1,0
2,Payment,1557343472.283345,1002804,1,0
2,Payment,1557343472.285922,1005106,1,0
1,NewOrder,1557343472.289549,1009593,0,0
1,NewOrder,1557343472.291821,1005171,1,0
1,NewOrder,1557343472.296688,1006521,1,0
1,NewOrder,1557343472.298962,1006417,0,0
2,Payment,1557343472.302929,1004503,1,0
2,Payment,1557343472.305197,1004123,0,0
1,NewOrder,1557343472.308523,1004508,1,0
1,NewOrder,1557343472.309653,1005773,0,0
2,Payment,1557343472.313304,1004021,1,0
2,Payment,1557343472.315583,1003721,0,0
1,NewOrder,1557343472.317856,1008542,1,0
5,StockLevel,1557343472.319002,1001698,0,0
2,Payment,1557343472.321460,1002428,0,0
2,Payment,1557343472.324831,1003319,0,0
1,NewOrder,1557343472.327128,1006224,1,0
1,NewOrder,1557343472.328229,1007460,0,0
1,NewOrder,1557343472.332757,1005946,1,0
5,StockLevel,1557343472.336130,1001037,0,0
1,NewOrder,1557343472.337824,1005669,0,0
4,Delivery,1557343472.338974,1010935,1,0
2,Payment,1557343472.343567,1003475,0,0
2,Payment,1557343472.347262,1005000,0,0
3,OrderStatus,1557343472.349497,1001045,1,0
1,NewOrder,1557343472.350631,1006806,1,0
2,Payment,1557343472.352901,1002413,0,0
2,Payment,1557343472.355406,1003914,0,0
1,NewOrder,1557343472.357641,1007282,1,0
2,Payment,1557343472.359878,1003045,0,0
1,NewOrder,1557343472.363594,1005725,0,0
4,Delivery,1557343472.365906,1011236,1,0
1,NewOrder,1557343472.369788,1005254,0,0
1,NewOrder,1557343472.374599,1008929,0,0
2,Payment,1557343472.376859,1003635,1,0
2,Payment,1557343472.381529,1004731,1,0
2,Payment,1557343472.383729,1004601,0,0
1,NewOrder,1557343472.385962,1007786,1,0
1,NewOrder,1557343472.388860,1007607,0,0
2,Payment,1557343472.393576,1004807,1,0
1,NewOrder,1557343472.395959,1006315,0,0
1,NewOrder,1557343472.398454,1005792,1,0
1,NewOrder,1557343472.401847,1008431,0,0
2,Payment,1557343472.404513,1003827,1,0
1,NewOrder,1557343472.408240,1007102,1,0
2,Payment,1557343472.410501,1002804,0,0
5,StockLevel,1557343472.412765,1002097,0,0
2,Payment,1557343472.415292,1002322,0,0
3,OrderStatus,1557343472.415293,1000734,1,0
2,Payment,1557343472.416599,1003264,1,0
2,Payment,1557343472.417735,1003997,0,0
1,NewOrder,1557343472.420020,1006376,1,0
4,Delivery,1557343472.421176,1013172,0,0
1,NewOrder,1557343472.426211,1005821,1,0
2,Payment,1557343472.432426,1004169,1,0
1,NewOrder,1557343472.434686,1007404,0,0
2,Payment,1557343472.436946,1002978,1,0
1,NewOrder,1557343472.440706,1006235,1,0
2,Payment,1557343472.442982,1001788,0,0
1,NewOrder,1557343472.445212,1007153,0,0
2,Payment,1557343472.447930,1002035,1,0
2,Payment,1557343472.450197,1004451,1,0
1,NewOrder,1557343472.452460,1008051,0,0
1,NewOrder,1557343472.454716,1008134,1,0
2,Payment,1557343472.459759,1004918,0,0
1,NewOrder,1557343472.462000,1006237,1,0
1,NewOrder,1557343472.464522,1005431,0,0
1,NewOrder,1557343472.467896,1009945,1,0
5,StockLevel,1557343472.470150,1001636,0,0
2,Payment,1557343472.472374,1003352,0,0
2,Payment,1557343472.474922,1005053,0,0
1,NewOrder,1557343472.477204,1009352,1,0
2,Payment,1557343472.480594,1002506,0,0
1,NewOrder,1557343472.483445,1005461,0,0
1,NewOrder,1557343472.486855,1005759,1,0
1,NewOrder,1557343472.488608,1006121,0,0
4,Delivery,1557343472.492233,1011186,1,0
1,NewOrder,1557343472.494492,1006975,0,0
2,Payment,1557343472.501676,1003635,0,0
2,Payment,1557343472.503952,1003373,1,0
1,NewOrder,1557343472.505057,1008157,0,0
2,Payment,1557343472.508065,1002282,1,0
1,NewOrder,1557343472.510263,1005636,1,0
1,NewOrder,1557343472.513764,1004277,0,0
3,OrderStatus,1557343472.516456,1000144,1,0
3,OrderStatus,1557343472.516459,1000752,1,0
2,Payment,1557343472.517531,1002810,1,0
1,NewOrder,1557343472.517531,1007074,0,0
3,OrderStatus,1557343472.519865,1001061,1,0
1,NewOrder,1557343472.521005,1007881,1,0
5,StockLevel,1557343472.524375,1001475,0,0
1,NewOrder,1557343472.525479,1008576,0,0
1,NewOrder,1557343472.528829,1007070,1,0
4,Delivery,1557343472.533555,1010558,0,0
1,NewOrder,1557343472.535759,1006559,1,0
1,NewOrder,1557343472.542563,1006464,1,0
2,Payment,1557343472.543665,1003330,0,0
2,Payment,1557343472.546980,1003958,0,0
2,Payment,1557343472.549166,1003801,1,0
2,Payment,1557343472.550271,1004741,0,0
1,NewOrder,1557343472.552830,1007256,1,0
1,NewOrder,1557343472.555035,1007155,0,0
1,NewOrder,1557343472.559425,1006077,1,0
1,NewOrder,1557343472.561674,1009184,0,0
2,Payment,1557343472.565063,1003711,1,0
1,NewOrder,1557343472.568406,1007723,1,0
2,Payment,1557343472.570674,1003057,0,0
1,NewOrder,1557343472.574065,1004814,0,0
2,Payment,1557343472.576521,1004231,1,0
4,Delivery,1557343472.579220,1011164,0,0
1,NewOrder,1557343472.580565,1007887,1,0
2,Payment,1557343472.588564,1004258,1,0
1,NewOrder,1557343472.590949,1004589,0,0
2,Payment,1557343472.593387,1003998,1,0
1,NewOrder,1557343472.595859,1006027,0,0
1,NewOrder,1557343472.596952,1010256,1,0
2,Payment,1557343472.601506,1003445,0,0
1,NewOrder,1557343472.605049,1007719,0,0
2,Payment,1557343472.607298,1003039,1,0
1,NewOrder,1557343472.609661,1008679,1,0
2,Payment,1557343472.612713,1003312,0,0
2,Payment,1557343472.616076,1004313,0,0
1,NewOrder,1557343472.618318,1006628,1,0
1,NewOrder,1557343472.620923,1011005,0,0
2,Payment,1557343472.625408,1002257,1,0
1,NewOrder,1557343472.627626,1006999,1,0
1,NewOrder,1557343472.632374,1006919,0,0
1,NewOrder,1557343472.634627,1007509,1,0
1,NewOrder,1557343472.639557,1004753,0,0
2,Payment,1557343472.641766,1004512,1,0
2,Payment,1557343472.644073,1004540,0,0
1,NewOrder,1557343472.646563,1005358,1,0
1,NewOrder,1557343472.648760,1004919,0,0
1,NewOrder,1557343472.652231,1004626,1,0
1,NewOrder,1557343472.653328,1009418,0,0
2,Payment,1557343472.657824,1002647,1,0
2,Payment,1557343472.661190,1003845,1,0
1,NewOrder,1557343472.663755,1005425,0,0
1,NewOrder,1557343472.664881,1006163,1,0
1,NewOrder,1557343472.669374,1005741,0,0
1,NewOrder,1557343472.672023,1007091,1,0
1,NewOrder,1557343472.675394,1006250,0,0
2,Payment,1557343472.679904,1003612,1,0
1,NewOrder,1557343472.682147,1007096,0,0
3,OrderStatus,1557343472.683503,1000477,1,0
2,Payment,1557343472.684627,1002547,1,0
4,Delivery,1557343472.687049,1011889,1,0
1,NewOrder,1557343472.689263,1005414,0,0
1,NewOrder,1557343472.694805,1006069,0,0
5,StockLevel,1557343472.698524,1001983,1,0
2,Payment,1557343472.700736,1003157,1,0
1,NewOrder,1557343472.700737,1008016,0,0
2,Payment,1557343472.704119,1002644,1,0
1,NewOrder,1557343472.707486,1003965,1,0
1,NewOrder,1557343472.709824,1006871,0,0
1,NewOrder,1557343472.712067,1006801,1,0
1,NewOrder,1557343472.716791,1004755,0,0
2,Payment,1557343472.719169,1004247,1,0
1,NewOrder,1557343472.721616,1005179,0,0
1,NewOrder,1557343472.723867,1006705,1,0
1,NewOrder,1557343472.727235,1008382,0,0
2,Payment,1557343472.731126,1002549,1,0
1,NewOrder,1557343472.733370,1007532,1,0
1,NewOrder,1557343472.735612,1010548,0,0
2,Payment,1557343472.741766,1001884,1,0
2,Payment,1557343472.744026,1003868,1,0
2,Payment,1557343472.745374,1004660,0,0
1,NewOrder,1557343472.747853,1006851,1,0
1,NewOrder,1557343472.750109,1007592,0,0
2,Payment,1557343472.755025,1004589,1,0
2,Payment,1557343472.757374,1004446,0,0
1,NewOrder,1557343472.759614,1007107,1,0
1,NewOrder,1557343472.761847,1007192,0,0
1,NewOrder,1557343472.766471,1008702,1,0
4,Delivery,1557343472.768691,1011800,0,0
3,OrderStatus,1557343472.775896,999761,1,0
2,Payment,1557343472.775896,1002532,1,0
1,NewOrder,1557343472.779228,1004608,1,0
1,NewOrder,1557343472.780319,1007371,0,0
4,Delivery,1557343472.783903,1012464,1,0
2,Payment,1557343472.788550,1002283,0,0
2,Payment,1557343472.791265,1002798,0,0
5,StockLevel,1557343472.794605,1000830,0,0
2,Payment,1557343472.795728,1003913,0,0
1,NewOrder,1557343472.796804,1006906,1,0
1,NewOrder,1557343472.800393,1005528,0,0
1,NewOrder,1557343472.803638,1009183,1,0
2,Payment,1557343472.805772,1003410,0,0
2,Payment,1557343472.809394,1005914,0,0
2,Payment,1557343472.812741,1004540,1,0
1,NewOrder,1557343472.815227,1008140,0,0
2,Payment,1557343472.817664,1002660,1,0
1,NewOrder,1557343472.821309,1005863,1,0
1,NewOrder,1557343472.823505,1009044,0,0
1,NewOrder,1557343472.826900,1008555,1,0
2,Payment,1557343472.833575,1003863,0,0
2,Payment,1557343472.835974,1003279,1,0
2,Payment,1557343472.838189,1003449,0,0
2,Payment,1557343472.839320,1004036,1,0
2,Payment,1557343472.841529,1004023,0,0
2,Payment,1557343472.843742,1003752,1,0
2,Payment,1557343472.845967,1004086,0,0
2,Payment,1557343472.847125,1004919,1,0
1,NewOrder,1557343472.849409,1005470,0,0
2,Payment,1557343472.851655,1005080,1,0
2,Payment,1557343472.855004,1003760,0,0
1,NewOrder,1557343472.856129,1009012,1,0
1,NewOrder,1557343472.858374,1008904,0,0
2,Payment,1557343472.864159,1004998,1,0
1,NewOrder,1557343472.867523,1006303,0,0
1,NewOrder,1557343472.868649,1007847,1,0
1,NewOrder,1557343472.873388,1007871,0,0
2,Payment,1557343472.876724,1002582,1,0
1,NewOrder,1557343472.878956,1006554,1,0
3,OrderStatus,1557343472.881387,1000843,0,0
1,NewOrder,1557343472.881387,1006352,0,0
1,NewOrder,1557343472.884980,1005083,1,0
2,Payment,1557343472.887236,1005054,0,0
2,Payment,1557343472.890572,1004230,1,0
1,NewOrder,1557343472.892819,1004638,0,0
1,NewOrder,1557343472.895034,1004226,1,0
1,NewOrder,1557343472.897946,1006378,0,0
1,NewOrder,1557343472.899066,1007081,1,0
3,OrderStatus,1557343472.904920,999977,0,0
2,Payment,1557343472.904921,1003518,0,0
2,Payment,1557343472.906136,1004268,1,0
1,NewOrder,1557343472.908350,1008483,0,0
2,Payment,1557343472.910586,1004254,1,0
5,StockLevel,1557343472.915574,1000853,1,0
2,Payment,1557343472.916854,1002990,1,0
1,NewOrder,1557343472.916855,1005677,0,0
2,Payment,1557343472.920158,1004183,1,0
2,Payment,1557343472.922644,1003377,0,0
2,Payment,1557343472.924949,1003854,1,0
1,NewOrder,1557343472.926180,1006624,0,0
1,NewOrder,1557343472.929415,1009176,1,0
1,NewOrder,1557343472.932923,1008080,0,0
2,Payment,1557343472.938511,1004498,1,0
2,Payment,1557343472.940748,1004043,0,0
2,Payment,1557343472.943124,1003787,1,0
2,Payment,1557343472.944382,1004422,0,0
2,Payment,1557343472.946857,1003730,1,0
1,NewOrder,1557343472.949093,1007842,0,0
5,StockLevel,1557343472.950160,1002206,1,0
2,Payment,1557343472.952486,1002647,1,0
3,OrderStatus,1557343472.954963,1000652,1,0
1,NewOrder,1557343472.956312,1005346,1,0
1,NewOrder,1557343472.957388,1006968,0,0
3,OrderStatus,1557343472.961063,1001407,1,0
1,NewOrder,1557343472.963519,1005433,1,0
2,Payment,1557343472.964759,1002424,0,0
2,Payment,1557343472.968287,1002908,0,0
2,Payment,1557343472.968289,1004915,1,0
1,NewOrder,1557343472.971814,1006011,0,0
1,NewOrder,1557343472.973024,1006774,1,0
1,NewOrder,1557343472.977520,1007983,0,0
2,Payment,1557343472.979700,1003743,1,0
1,NewOrder,1557343472.984319,1006737,1,0
2,Payment,1557343472.985385,1003164,0,0
1,NewOrder,1557343472.988287,1005980,0,0
2,Payment,1557343472.990493,1005809,1,0
2,Payment,1557343472.994761,1003518,0,0
1,NewOrder,1557343472.997242,1004246,1,0
2,Payment,1557343472.998461,1005328,0,0
1,NewOrder,1557343473.001669,1008562,1,0
1,NewOrder,1557343473.004180,1009141,0,0
2,Payment,1557343473.010818,1004197,1,0
2,Payment,1557343473.014050,1003306,0,0
2,Payment,1557343473.015121,1004258,1,0
1,NewOrder,1557343473.017286,1005627,0,0
1,NewOrder,1557343473.019453,1007415,1,0
1,NewOrder,1557343473.023183,1005879,0,0
1,NewOrder,1557343473.026469,1005123,1,0
2,Payment,1557343473.028614,1004654,0,0
1,NewOrder,1557343473.031063,1006585,1,0
5,StockLevel,1557343473.033196,1001364,0,0
5,StockLevel,1557343473.035327,1000610,0,0
1,NewOrder,1557343473.036396,1008366,0,0
1,NewOrder,1557343473.037469,1005351,1,0
1,NewOrder,1557343473.043155,1007384,1,0
5,StockLevel,1557343473.044323,1001677,0,0
4,Delivery,1557343473.046608,1011690,0,0
2,Payment,1557343473.049812,1003563,1,0
2,Payment,1557343473.053046,1003133,1,0
1,NewOrder,1557343473.055220,1008228,1,0
1,NewOrder,1557343473.058590,1007237,0,0
2,Payment,1557343473.064256,1003616,1,0
2,Payment,1557343473.066704,1003235,0,0
2,Payment,1557343473.067768,1004081,1,0
1,NewOrder,1557343473.069908,1008656,0,0
4,Delivery,1557343473.072043,1011354,1,0
2,Payment,1557343473.077959,1003487,0,0
1,NewOrder,1557343473.082696,1003141,0,0
3,OrderStatus,1557343473.082700,1001242,1,0
5,StockLevel,1557343473.083770,1001796,1,0
1,NewOrder,1557343473.084838,1006889,1,0
3,OrderStatus,1557343473.085915,1000790,0,0
2,Payment,1557343473.085917,1003820,0,0
2,Payment,1557343473.089423,1004226,0,0
1,NewOrder,1557343473.091873,1004657,1,0
2,Payment,1557343473.092939,1005931,0,0
1,NewOrder,1557343473.096376,1006697,1,0
1,NewOrder,1557343473.098530,1002822,0,0
1,NewOrder,1557343473.100663,1007855,0,0
2,Payment,1557343473.103099,1002686,1,0
1,NewOrder,1557343473.105480,1006291,1,0
1,NewOrder,1557343473.109015,1008192,0,0
2,Payment,1557343473.111147,1003736,1,0
1,NewOrder,1557343473.114466,1006713,1,0
1,NewOrder,1557343473.116912,1006283,0,0
1,NewOrder,1557343473.121222,1004219,1,0
2,Payment,1557343473.123364,1004239,0,0
2,Payment,1557343473.125531,1004174,1,0
2,Payment,1557343473.128771,1002833,0,0
2,Payment,1557343473.128774,1004675,1,0
1,NewOrder,1557343473.132035,1004919,0,0
1,NewOrder,1557343473.134487,1007494,1,0
2,Payment,1557343473.137782,1002308,0,0
1,NewOrder,1557343473.139920,1007153,0,0
5,StockLevel,1557343473.142064,1001413,1,0
1,NewOrder,1557343473.143435,1006297,1,0
1,NewOrder,1557343473.146016,1009041,0,0
2,Payment,1557343473.150609,1002173,1,0
1,NewOrder,1557343473.152824,1001635,1,0
2,Payment,1557343473.154969,1002675,1,0
1,NewOrder,1557343473.156298,1003778,0,0
2,Payment,1557343473.157369,1004829,1,0
3,OrderStatus,1557343473.159560,1001009,0,0
1,NewOrder,1557343473.160642,1006751,0,0
2,Payment,1557343473.162993,1002551,1,0
2,Payment,1557343473.166454,1002792,1,0
2,Payment,1557343473.167522,1004052,0,0
2,Payment,1557343473.169943,1003905,1,0
1,NewOrder,1557343473.172247,1007029,0,0
2,Payment,1557343473.174380,1002368,1,0
1,NewOrder,1557343473.176519,1007536,1,0
1,NewOrder,1557343473.179973,1006420,0,0
1,NewOrder,1557343473.184321,1007102,1,0
2,Payment,1557343473.186496,1003017,0,0
4,Delivery,1557343473.188758,1012653,0,0
1,NewOrder,1557343473.190894,1005032,1,0
2,Payment,1557343473.196714,1002587,1,0
2,Payment,1557343473.199951,1003272,1,0
2,Payment,1557343473.201024,1004278,0,0
1,NewOrder,1557343473.203186,1007544,1,0
2,Payment,1557343473.205604,1003382,0,0
1,NewOrder,1557343473.209018,1004945,0,0
5,StockLevel,1557343473.210112,1002431,1,0
1,NewOrder,1557343473.212337,1009080,1,0
1,NewOrder,1557343473.213413,1006137,0,0
1,NewOrder,1557343473.219815,1005737,0,0
1,NewOrder,1557343473.222217,1005160,1,0
5,StockLevel,1557343473.225628,1001440,0,0
2,Payment,1557343473.227850,1002056,0,0
1,NewOrder,1557343473.227850,1005447,1,0
1,NewOrder,1557343473.230219,1006488,0,0
3,OrderStatus,1557343473.233432,1000477,1,0
2,Payment,1557343473.234525,1004130,1,0
1,NewOrder,1557343473.236705,1007200,0,0
2,Payment,1557343473.239126,1002818,1,0
2,Payment,1557343473.242527,1003279,1,0
1,NewOrder,1557343473.243602,1004840,0,0
2,Payment,1557343473.245771,1004700,1,0
1,NewOrder,1557343473.248212,1006742,0,0
1,NewOrder,1557343473.250437,1006515,1,0
1,NewOrder,1557343473.255087,1006764,0,0
1,NewOrder,1557343473.256207,1007670,1,0
1,NewOrder,1557343473.262062,1006332,0,0
1,NewOrder,1557343473.263185,1009278,1,0
1,NewOrder,1557343473.268060,1010032,0,0
2,Payment,1557343473.272529,1003231,1,0
1,NewOrder,1557343473.277100,1003474,1,0
2,Payment,1557343473.278173,1004247,0,0
2,Payment,1557343473.280581,1003735,1,0
1,NewOrder,1557343473.281663,1010210,0,0
4,Delivery,1557343473.283859,1011022,1,0
2,Payment,1557343473.292301,1004752,0,0
1,NewOrder,1557343473.294840,1007536,1,0
2,Payment,1557343473.297055,1003097,0,0
2,Payment,1557343473.300392,1003758,0,0
1,NewOrder,1557343473.301526,1005269,1,0
3,OrderStatus,1557343473.303773,1001284,0,0
1,NewOrder,1557343473.304897,1006165,0,0
1,NewOrder,1557343473.306018,1007497,1,0
1,NewOrder,1557343473.311076,1007271,0,0
2,Payment,1557343473.313515,1002861,1,0
3,OrderStatus,1557343473.316841,999989,1,0
1,NewOrder,1557343473.316841,1005391,1,0
1,NewOrder,1557343473.318252,1006204,0,0
2,Payment,1557343473.322743,1003420,1,0
1,NewOrder,1557343473.324956,1006310,0,0
1,NewOrder,1557343473.326394,1006792,1,0
2,Payment,1557343473.332285,1002855,0,0
3,OrderStatus,1557343473.333673,999954,1,0
2,Payment,1557343473.333673,1003323,1,0
1,NewOrder,1557343473.335077,1006986,0,0
2,Payment,1557343473.337314,1002839,1,0
2,Payment,1557343473.339557,1004390,1,0
1,NewOrder,1557343473.341802,1006478,0,0
1,NewOrder,1557343473.344545,1006877,1,0
1,NewOrder,1557343473.347911,1005643,0,0
1,NewOrder,1557343473.352024,1004372,1,0
1,NewOrder,1557343473.353354,1009551,0,0
1,NewOrder,1557343473.356710,1003881,1,0
2,Payment,1557343473.361413,1003337,1,0
2,Payment,1557343473.363658,1002904,0,0
4,Delivery,1557343473.364778,1012624,1,0
1,NewOrder,1557343473.365896,1005969,0,0
2,Payment,1557343473.371887,1003416,0,0
1,NewOrder,1557343473.375355,1004528,0,0
3,OrderStatus,1557343473.378185,999687,1,0
1,NewOrder,1557343473.378185,1006542,1,0
1,NewOrder,1557343473.380429,1006480,0,0
2,Payment,1557343473.385192,1003573,1,0
2,Payment,1557343473.386525,1004042,0,0
1,NewOrder,1557343473.388775,1004772,1,0
1,NewOrder,1557343473.389901,1005559,0,0
1,NewOrder,1557343473.394759,1005842,1,0
2,Payment,1557343473.394762,1003713,0,0
2,Payment,1557343473.398047,1004516,0,0
2,Payment,1557343473.401419,1002914,1,0
1,NewOrder,1557343473.402821,1006721,0,0
2,Payment,1557343473.405300,1001837,1,0
1,NewOrder,1557343473.406427,1006984,1,0
1,NewOrder,1557343473.409804,1005650,0,0
3,OrderStatus,1557343473.413452,1000434,1,0
1,NewOrder,1557343473.413452,1008003,1,0
2,Payment,1557343473.414820,1004144,0,0
1,NewOrder,1557343473.419826,1006222,0,0
1,NewOrder,1557343473.422073,1005880,1,0
1,NewOrder,1557343473.426546,1006530,0,0
2,Payment,1557343473.427953,1003235,1,0
1,NewOrder,1557343473.431313,1007739,1,0
2,Payment,1557343473.433523,1003453,0,0
1,NewOrder,1557343473.437158,1006370,0,0
1,NewOrder,1557343473.438538,1006986,1,0
1,NewOrder,1557343473.444368,1006698,0,0
2,Payment,1557343473.446901,1001632,1,0
1,NewOrder,1557343473.448038,1005536,1,0
1,NewOrder,1557343473.450270,1008085,0,0
2,Payment,1557343473.453606,1002726,1,0
1,NewOrder,1557343473.456074,1007511,1,0
2,Payment,1557343473.458496,1003086,0,0
2,Payment,1557343473.461799,1003789,0,0
1,NewOrder,1557343473.464255,1006392,1,0
2,Payment,1557343473.465370,1003455,0,0
1,NewOrder,1557343473.468739,1005851,0,0
1,NewOrder,1557343473.469865,1008518,1,0
1,NewOrder,1557343473.474700,1005933,0,0
2,Payment,1557343473.478037,1004354,1,0
2,Payment,1557343473.480528,1003971,0,0
1,NewOrder,1557343473.482770,1004699,1,0
2,Payment,1557343473.483859,1005704,0,0
1,NewOrder,1557343473.487244,1007386,1,0
2,Payment,1557343473.489502,1003045,0,0
1,NewOrder,1557343473.492894,1008345,0,0
3,OrderStatus,1557343473.494019,1001216,1,0
2,Payment,1557343473.495142,1004007,1,0
